(986, 560)
(413, 507)
(1173, 243)
(1258, 753)
(1056, 296)
(536, 550)
(1033, 617)
(995, 489)
(652, 532)
(460, 474)
(1145, 461)
(962, 649)
(576, 517)
(1106, 308)
(1162, 486)
(602, 542)
(979, 685)
(957, 309)
(552, 518)
(1049, 438)
(655, 438)
(1036, 248)
(1300, 349)
(890, 507)
(471, 561)
(1141, 638)
(920, 518)
(1246, 667)
(822, 699)
(1127, 448)
(592, 376)
(691, 575)
(872, 549)
(1002, 606)
(1062, 484)
